0, 0.76812, 0.76812, 0.76812, 0.76812
0, 0.64875, 0.69375, 0.72937, 0.76812
1, 0.68563, 0.69663, 0.73438, 0.76812
2, 0.68312, 0.69819, 0.71625, 0.76812
3, 0.67563, 0.7025, 0.71625, 0.76812
4, 0.67563, 0.68963, 0.70875, 0.76812
5, 0.69188, 0.69981, 0.71062, 0.76812
6, 0.67, 0.70581, 0.735, 0.76812
7, 0.6975, 0.71887, 0.7375, 0.76812
8, 0.66063, 0.70419, 0.735, 0.76812
9, 0.655, 0.69825, 0.72813, 0.76812
10, 0.655, 0.6925, 0.72313, 0.76812
11, 0.655, 0.69382, 0.72313, 0.76812
12, 0.655, 0.69544, 0.72813, 0.76812
13, 0.675, 0.69644, 0.71688, 0.76812
14, 0.675, 0.70331, 0.71688, 0.76812
15, 0.675, 0.69725, 0.71688, 0.76812
16, 0.675, 0.69331, 0.71, 0.76812
17, 0.65312, 0.69288, 0.71, 0.76812
18, 0.69563, 0.70038, 0.71313, 0.76812
19, 0.65063, 0.69719, 0.72125, 0.76812
20, 0.65063, 0.69419, 0.70312, 0.76812
21, 0.69563, 0.69894, 0.70125, 0.76812
22, 0.69563, 0.69881, 0.70125, 0.76812
23, 0.69563, 0.69956, 0.7, 0.76812
24, 0.69812, 0.69981, 0.7, 0.76812
25, 0.69812, 0.69944, 0.7, 0.76812
26, 0.6875, 0.69812, 0.70937, 0.76812
27, 0.6725, 0.69306, 0.7, 0.76812
28, 0.6725, 0.69156, 0.7, 0.76812
29, 0.6725, 0.69069, 0.7, 0.76812
30, 0.6725, 0.68931, 0.7, 0.76812
31, 0.6725, 0.68631, 0.69688, 0.76812
32, 0.6725, 0.68475, 0.69688, 0.76812
33, 0.66938, 0.67875, 0.695, 0.76812
34, 0.66938, 0.68131, 0.695, 0.76812
35, 0.6725, 0.68162, 0.695, 0.76812
36, 0.6725, 0.68531, 0.695, 0.76812
37, 0.67875, 0.68606, 0.695, 0.76812
38, 0.68063, 0.68744, 0.695, 0.76812
39, 0.68063, 0.6885, 0.70125, 0.76812
40, 0.68063, 0.68619, 0.695, 0.76812
41, 0.68312, 0.68894, 0.69625, 0.76812
42, 0.67625, 0.68375, 0.70188, 0.76812
43, 0.67812, 0.68731, 0.69937, 0.76812
44, 0.67812, 0.68588, 0.69937, 0.76812
45, 0.67812, 0.68381, 0.695, 0.76812
46, 0.67812, 0.68144, 0.68437, 0.76812
47, 0.67812, 0.6815, 0.68437, 0.76812
48, 0.65625, 0.68025, 0.69437, 0.76812
49, 0.6575, 0.68394, 0.69437, 0.76812
50, 0.6575, 0.68731, 0.7, 0.76812
51, 0.6575, 0.68687, 0.69437, 0.76812
52, 0.6575, 0.68431, 0.69563, 0.76812
53, 0.67625, 0.69068, 0.69563, 0.76812
54, 0.68437, 0.69125, 0.69437, 0.76812
55, 0.68437, 0.69025, 0.69875, 0.76812
56, 0.68437, 0.68881, 0.69437, 0.76812
57, 0.68437, 0.68793, 0.69437, 0.76812
58, 0.68437, 0.6895, 0.69437, 0.76812
59, 0.68437, 0.69068, 0.69875, 0.76812
60, 0.67125, 0.68875, 0.69875, 0.76812
61, 0.67125, 0.68918, 0.69875, 0.76812
62, 0.68812, 0.69256, 0.69875, 0.76812
63, 0.68125, 0.69206, 0.69875, 0.76812
64, 0.68125, 0.69244, 0.69875, 0.76812
65, 0.68125, 0.68894, 0.69875, 0.76812
66, 0.68188, 0.68737, 0.69437, 0.76812
67, 0.675, 0.68544, 0.69437, 0.76812
68, 0.675, 0.68925, 0.71375, 0.76812
69, 0.6775, 0.69338, 0.71375, 0.76812
70, 0.68188, 0.69263, 0.71375, 0.76812
71, 0.68188, 0.68844, 0.70937, 0.76812
72, 0.68188, 0.68925, 0.70937, 0.76812
73, 0.68188, 0.692, 0.70937, 0.76812
74, 0.68188, 0.69156, 0.70937, 0.76812
75, 0.68188, 0.69031, 0.70937, 0.76812
76, 0.66563, 0.68382, 0.6925, 0.76812
77, 0.665, 0.68425, 0.71625, 0.76812
78, 0.68188, 0.69394, 0.70875, 0.76812
79, 0.68188, 0.6925, 0.70875, 0.76812
80, 0.665, 0.69138, 0.70875, 0.76812
81, 0.665, 0.68906, 0.70875, 0.76812
82, 0.665, 0.69325, 0.71375, 0.76812
83, 0.665, 0.69394, 0.71375, 0.76812
84, 0.67, 0.70219, 0.71375, 0.76812
85, 0.67, 0.69969, 0.71375, 0.76812
86, 0.68375, 0.70394, 0.71375, 0.76812
87, 0.69688, 0.70906, 0.71562, 0.76812
88, 0.7075, 0.71075, 0.71562, 0.76812
89, 0.7075, 0.71256, 0.72125, 0.76812
90, 0.7075, 0.71125, 0.7225, 0.76812
91, 0.7075, 0.71425, 0.7225, 0.76812
92, 0.695, 0.70775, 0.72313, 0.76812
93, 0.695, 0.70625, 0.73687, 0.76812
94, 0.68563, 0.71012, 0.73687, 0.76812
95, 0.68937, 0.70531, 0.73687, 0.76812
96, 0.68937, 0.70944, 0.73687, 0.76812
97, 0.70125, 0.7105, 0.715, 0.76812
98, 0.68875, 0.70925, 0.715, 0.76812
99, 0.68875, 0.70925, 0.72062, 0.76812
100, 0.69125, 0.70162, 0.715, 0.76812
101, 0.69437, 0.70287, 0.715, 0.76812
102, 0.69437, 0.70262, 0.71875, 0.76812
103, 0.685, 0.69781, 0.71062, 0.76812
104, 0.685, 0.69675, 0.71062, 0.76812
105, 0.685, 0.69406, 0.70688, 0.76812
106, 0.685, 0.69725, 0.70688, 0.76812
107, 0.685, 0.6925, 0.70688, 0.76812
108, 0.685, 0.695, 0.70688, 0.76812
109, 0.6825, 0.69544, 0.70688, 0.76812
110, 0.68125, 0.68969, 0.70813, 0.76812
111, 0.67188, 0.68506, 0.70688, 0.76812
112, 0.67188, 0.68988, 0.70688, 0.76812
113, 0.67188, 0.6915, 0.70688, 0.76812
114, 0.685, 0.696, 0.70688, 0.76812
115, 0.685, 0.69475, 0.70688, 0.76812
116, 0.685, 0.69662, 0.70625, 0.76812
117, 0.6875, 0.69638, 0.705, 0.76812
118, 0.6875, 0.69525, 0.71, 0.76812
119, 0.6875, 0.69638, 0.71, 0.76812
120, 0.6875, 0.69381, 0.70312, 0.76812
121, 0.6875, 0.70068, 0.70562, 0.76812
122, 0.68375, 0.70587, 0.72062, 0.76812
123, 0.69375, 0.70793, 0.72062, 0.76812
124, 0.6725, 0.70175, 0.735, 0.76812
125, 0.67688, 0.70219, 0.735, 0.76812
126, 0.67688, 0.69913, 0.735, 0.76812
127, 0.68375, 0.69675, 0.72125, 0.76812
128, 0.68063, 0.70594, 0.72125, 0.76812
129, 0.69375, 0.71112, 0.72125, 0.76812
130, 0.685, 0.713, 0.72313, 0.76812
131, 0.69625, 0.71644, 0.72313, 0.76812
132, 0.69625, 0.71475, 0.7225, 0.76812
133, 0.72125, 0.72162, 0.7225, 0.76812
134, 0.71688, 0.72131, 0.7225, 0.76812
135, 0.70625, 0.71756, 0.7225, 0.76812
136, 0.70625, 0.71631, 0.7225, 0.76812
137, 0.71, 0.71831, 0.7225, 0.76812
138, 0.71625, 0.72013, 0.7225, 0.76812
139, 0.71625, 0.71944, 0.7225, 0.76812
140, 0.71625, 0.72056, 0.7225, 0.76812
141, 0.71, 0.71863, 0.7225, 0.76812
142, 0.71062, 0.71706, 0.7225, 0.76812
143, 0.7075, 0.71725, 0.7225, 0.76812
144, 0.7075, 0.71194, 0.7225, 0.76812
145, 0.7075, 0.71544, 0.7225, 0.76812
146, 0.7075, 0.71625, 0.7225, 0.76812
147, 0.7075, 0.71544, 0.72188, 0.76812
148, 0.69688, 0.70931, 0.72188, 0.76812
149, 0.69688, 0.70663, 0.72188, 0.76812
150, 0.69688, 0.70057, 0.71, 0.76812
151, 0.68437, 0.70169, 0.71, 0.76812
152, 0.69688, 0.70038, 0.71, 0.76812
153, 0.69688, 0.70269, 0.71562, 0.76812
154, 0.69375, 0.70231, 0.71, 0.76812
