{'L': 10, 'M': 400, 'N': 35, 'R': 1, 'M_grid': 40, 'pm': 0.1, 'pc': 0.8, 'pop_size': 10, 'max_gen': 500}
[0, 0.52563, 0.52563, 0.52563, 0.52563]
[0, 0.4625, 0.49075, 0.51938, 0.52563]
[1, 0.4675, 0.48944, 0.50313, 0.52563]
[2, 0.47875, 0.51081, 0.54438, 0.54438]
[3, 0.49125, 0.521, 0.55188, 0.55188]
[4, 0.49125, 0.52688, 0.55188, 0.55188]
[5, 0.50375, 0.528, 0.55188, 0.55188]
[6, 0.51313, 0.536, 0.55188, 0.55188]
[7, 0.5425, 0.54444, 0.55188, 0.55188]
[8, 0.53438, 0.54506, 0.55188, 0.55188]
[9, 0.5425, 0.545, 0.55188, 0.55188]
[10, 0.5375, 0.54469, 0.5525, 0.5525]
[11, 0.5375, 0.54475, 0.55, 0.5525]
[12, 0.54312, 0.54894, 0.55, 0.5525]
[13, 0.55, 0.55, 0.55, 0.5525]
[14, 0.55, 0.55, 0.55, 0.5525]
[15, 0.55, 0.55038, 0.55188, 0.5525]
[16, 0.55, 0.55, 0.55, 0.5525]
[17, 0.55, 0.55, 0.55, 0.5525]
[18, 0.55, 0.55, 0.55, 0.5525]
[19, 0.55, 0.55, 0.55, 0.5525]
[20, 0.55, 0.55, 0.55, 0.5525]
[21, 0.55, 0.55, 0.55, 0.5525]
[22, 0.54625, 0.54962, 0.55, 0.5525]
[23, 0.54625, 0.54925, 0.55, 0.5525]
[24, 0.55, 0.55213, 0.56188, 0.56188]
[25, 0.55063, 0.55676, 0.56188, 0.56188]
[26, 0.55, 0.55831, 0.56375, 0.56375]
[27, 0.55188, 0.56163, 0.56375, 0.56375]
[28, 0.56188, 0.56282, 0.56375, 0.56375]
[29, 0.55312, 0.56213, 0.56375, 0.56375]
[30, 0.56188, 0.56294, 0.565, 0.565]
[31, 0.5625, 0.5645, 0.565, 0.565]
[32, 0.56375, 0.56488, 0.565, 0.565]
[33, 0.565, 0.565, 0.565, 0.565]
[34, 0.565, 0.565, 0.565, 0.565]
[35, 0.565, 0.565, 0.565, 0.565]
[36, 0.565, 0.565, 0.565, 0.565]
[37, 0.565, 0.565, 0.565, 0.565]
[38, 0.565, 0.565, 0.565, 0.565]
[39, 0.565, 0.565, 0.565, 0.565]
[40, 0.565, 0.565, 0.565, 0.565]
[41, 0.565, 0.565, 0.565, 0.565]
[42, 0.56875, 0.56875, 0.56875, 0.56875]
[43, 0.56875, 0.56875, 0.56875, 0.56875]
[44, 0.565, 0.56838, 0.57063, 0.57063]
[45, 0.56875, 0.56875, 0.56875, 0.57063]
[46, 0.56312, 0.56762, 0.56875, 0.57063]
[47, 0.56875, 0.56912, 0.56937, 0.57063]
[48, 0.56875, 0.569, 0.56937, 0.57063]
[49, 0.56875, 0.56906, 0.56937, 0.57063]
[50, 0.56937, 0.56937, 0.56937, 0.57063]
[51, 0.56937, 0.56937, 0.56937, 0.57063]
[52, 0.56937, 0.56937, 0.56937, 0.57063]
[53, 0.56937, 0.56937, 0.56937, 0.57063]
[54, 0.56937, 0.56937, 0.56937, 0.57063]
[55, 0.56937, 0.56937, 0.56937, 0.57063]
[56, 0.56937, 0.56937, 0.56937, 0.57063]
[57, 0.56937, 0.56937, 0.56937, 0.57063]
[58, 0.56937, 0.56937, 0.56937, 0.57063]
[59, 0.56937, 0.56937, 0.56937, 0.57063]
[60, 0.56937, 0.56937, 0.56937, 0.57063]
[61, 0.56937, 0.56937, 0.56937, 0.57063]
[62, 0.56937, 0.56937, 0.56937, 0.57063]
[63, 0.56937, 0.56937, 0.56937, 0.57063]
[64, 0.565, 0.5685, 0.56937, 0.57063]
[65, 0.56937, 0.56937, 0.56937, 0.57063]
[66, 0.56937, 0.56937, 0.56937, 0.57063]
[67, 0.57125, 0.57125, 0.57125, 0.57125]
[68, 0.57125, 0.57125, 0.57125, 0.57125]
[69, 0.57125, 0.57125, 0.57125, 0.57125]
[70, 0.57125, 0.57125, 0.57125, 0.57125]
[71, 0.57125, 0.57125, 0.57125, 0.57125]
[72, 0.57125, 0.57125, 0.57125, 0.57125]
[73, 0.56688, 0.57075, 0.57375, 0.57375]
[74, 0.56812, 0.57194, 0.57375, 0.57375]
[75, 0.57063, 0.57144, 0.57375, 0.57375]
[76, 0.57125, 0.572, 0.57375, 0.57375]
[77, 0.57125, 0.57188, 0.57375, 0.57375]
[78, 0.57188, 0.573, 0.57375, 0.57375]
[79, 0.57188, 0.57319, 0.57375, 0.57375]
[80, 0.57375, 0.57375, 0.57375, 0.57375]
[81, 0.57375, 0.57381, 0.57437, 0.57437]
[82, 0.57375, 0.57532, 0.57688, 0.57688]
[83, 0.57375, 0.57625, 0.57688, 0.57688]
[84, 0.57688, 0.57688, 0.57688, 0.57688]
[85, 0.57688, 0.57688, 0.57688, 0.57688]
[86, 0.57688, 0.57688, 0.57688, 0.57688]
[87, 0.57688, 0.57688, 0.57688, 0.57688]
[88, 0.57688, 0.57688, 0.57688, 0.57688]
[89, 0.57688, 0.57688, 0.57688, 0.57688]
[90, 0.57688, 0.57688, 0.57688, 0.57688]
[91, 0.57688, 0.57688, 0.57688, 0.57688]
[92, 0.57688, 0.57688, 0.57688, 0.57688]
[93, 0.57688, 0.57688, 0.57688, 0.57688]
[94, 0.57688, 0.57688, 0.57688, 0.57688]
[95, 0.57688, 0.57688, 0.57688, 0.57688]
[96, 0.57688, 0.57688, 0.57688, 0.57688]
[97, 0.57688, 0.57688, 0.57688, 0.57688]
[98, 0.57688, 0.57688, 0.57688, 0.57688]
[99, 0.57688, 0.57688, 0.57688, 0.57688]
[100, 0.57688, 0.57688, 0.57688, 0.57688]
[101, 0.57688, 0.57688, 0.57688, 0.57688]
[102, 0.57688, 0.57688, 0.57688, 0.57688]
[103, 0.57688, 0.57688, 0.57688, 0.57688]
[104, 0.57688, 0.57688, 0.57688, 0.57688]
[105, 0.57437, 0.57638, 0.57688, 0.57688]
[106, 0.57375, 0.57607, 0.57688, 0.57688]
[107, 0.57688, 0.57694, 0.5775, 0.5775]
[108, 0.57688, 0.57782, 0.58, 0.58]
[109, 0.57688, 0.5775, 0.58, 0.58]
[110, 0.58, 0.58, 0.58, 0.58]
[111, 0.58125, 0.58125, 0.58125, 0.58125]
[112, 0.58313, 0.58313, 0.58313, 0.58313]
[113, 0.58313, 0.58313, 0.58313, 0.58313]
